UE_ID,HO_Base,Ping_Base,HOF_Base,RLF_Base,Speed,HO_AI,Ping_AI,HOF_AI,RLF_AI,Route_Len_km,HO_Rate_Base,HO_Rate_AI,Reliability_Base,Reliability_AI,Speed_Bin
1,8,0,1,0,73.25012479037683,2,0,6,1,2.7711273449571223,2.886911716474648,0.721727929118662,0.8888888888888888,0.2222222222222222,High (>70 km/h)
2,13,0,0,0,59.036516644866246,6,0,3,0,4.104843571210072,3.1669903552908627,1.4616878562880906,1.0,0.6666666666666667,Med (40-70 km/h)
11,13,3,0,0,55.26010579099311,3,0,6,1,2.9799281802372857,4.362521246725093,1.0067356723211751,1.0,0.30000000000000004,Med (40-70 km/h)
12,4,0,0,0,65.21773336337233,2,0,0,0,2.2743508859061445,1.7587435715339605,0.8793717857669803,1.0,1.0,Med (40-70 km/h)
13,9,1,1,0,36.67958242073057,5,0,0,1,4.146850348756438,2.1703218691503854,1.2057343717502143,0.9,0.8333333333333334,Low (<40 km/h)
14,6,0,0,0,42.61344784815428,3,0,0,0,2.3811686682349644,2.5197711023333285,1.2598855511666642,1.0,1.0,Med (40-70 km/h)
15,12,1,0,0,63.07817719278805,7,0,1,1,4.392983786878066,2.7316285654967016,1.5934499965397426,1.0,0.7777777777777778,Med (40-70 km/h)
16,13,1,0,0,55.56887721643304,7,1,0,1,2.734730484441755,4.75366771020352,2.559667228571126,1.0,0.875,Med (40-70 km/h)
17,10,0,0,0,37.3951590527237,3,0,4,2,3.438456499345817,2.9082816670510585,0.8724845001153175,1.0,0.33333333333333337,Low (<40 km/h)
18,5,0,0,0,23.64769344017646,2,0,0,4,2.8676819299589504,1.743568541463583,0.6974274165854332,1.0,0.33333333333333337,Low (<40 km/h)
19,10,0,0,0,57.91601974080016,8,0,0,0,4.3616732957657245,2.292698082111724,1.8341584656893795,1.0,1.0,Med (40-70 km/h)
20,14,1,0,0,99.48739353597574,7,0,2,0,3.9584354174986944,3.5367508935756478,1.7683754467878239,1.0,0.7777777777777778,High (>70 km/h)
3,6,0,0,0,89.73776543685807,5,0,1,0,3.4450071270890854,1.741650968678778,1.451375807232315,1.0,0.8333333333333334,High (>70 km/h)
21,18,1,0,0,56.91358422666505,7,0,0,1,4.75796341110995,3.7831312359337614,1.4712177028631295,1.0,0.875,Med (40-70 km/h)
22,7,0,0,0,25.89858936640156,7,0,3,1,4.390720192905935,1.5942714845072263,1.5942714845072263,1.0,0.6363636363636364,Low (<40 km/h)
23,7,0,0,0,92.43397704460068,3,0,3,1,2.82405545940757,2.4787048627821417,1.0623020840494894,1.0,0.4285714285714286,High (>70 km/h)
24,10,1,0,0,34.06881660639434,6,0,0,1,4.938963842914429,2.024716178950423,1.2148297073702539,1.0,0.8571428571428572,Low (<40 km/h)
25,8,0,0,0,82.99660885086928,5,0,1,1,2.4165548042997784,3.310498063509916,2.0690612896936975,1.0,0.7142857142857143,High (>70 km/h)
