UE_ID,HO_Base,Ping_Base,HOF_Base,RLF_Base,Speed,HO_AI,Ping_AI,HOF_AI,RLF_AI,Route_Len_km,HO_Rate_Base,HO_Rate_AI,Reliability_Base,Reliability_AI,Speed_Bin
1,10,0,0,0,57.762462231927394,2,0,5,2,2.7711273449571223,3.60863964559331,0.721727929118662,1.0,0.2222222222222222,Med (40-70 km/h)
2,7,0,0,0,95.64121912164826,7,0,2,1,4.104843571210072,1.7053024990027723,1.7053024990027723,1.0,0.7,High (>70 km/h)
3,15,1,0,0,35.19524712017771,5,0,0,0,3.4450071270890854,4.354127421696945,1.451375807232315,1.0,1.0,Low (<40 km/h)
4,14,1,0,0,83.35098603958805,7,0,0,0,3.852465112081394,3.6340368031097205,1.8170184015548603,1.0,1.0,High (>70 km/h)
5,5,0,0,0,24.847117978561883,6,0,0,0,3.088886024876702,1.618706536832994,1.942447844199593,1.0,1.0,Low (<40 km/h)
6,22,3,0,0,25.13731865614517,3,0,1,0,2.384972962364558,9.224423231275676,1.257875895173956,1.0,0.75,Low (<40 km/h)
7,5,0,0,0,52.70468257932609,4,0,0,2,2.8008948915668483,1.7851437463984772,1.4281149971187816,1.0,0.6666666666666667,Med (40-70 km/h)
8,7,1,0,0,75.26464869509654,4,0,0,0,2.057418035292184,3.4023226587521846,1.94418437642982,1.0,1.0,High (>70 km/h)
9,10,0,0,0,75.34921712769547,3,1,3,1,2.142439706065472,4.6675759283628615,1.4002727785088582,1.0,0.4285714285714286,High (>70 km/h)
10,9,0,0,0,92.27561779627553,4,0,0,0,3.0810319740507244,2.9210991887784377,1.2982663061237503,1.0,1.0,High (>70 km/h)
