UE_ID,HO_Base,Ping_Base,HOF_Base,RLF_Base,Speed,HO_AI,Ping_AI,HOF_AI,RLF_AI,Route_Len_km,HO_Rate_Base,HO_Rate_AI,Reliability_Base,Reliability_AI,Speed_Bin
52,14,1,0,0,75.0287307710291,5,0,2,1,3.9654036956356626,3.5305358734114383,1.2609056690755138,1.0,0.625,High (>70 km/h)
53,10,0,0,0,81.98238029825802,5,0,0,1,4.047238759427398,2.470820377647993,1.2354101888239966,1.0,0.8333333333333334,High (>70 km/h)
54,10,0,0,0,38.261934565947165,5,0,4,0,2.945695186854671,3.3947843770888304,1.6973921885444152,1.0,0.5555555555555556,Low (<40 km/h)
55,12,0,0,0,55.761947569094914,7,0,1,0,2.3287869732784063,5.1528972541042295,3.0058567315608005,1.0,0.875,Med (40-70 km/h)
56,12,0,3,0,65.01309205154527,5,0,0,1,3.2988940432441316,3.6375827300591936,1.5156594708579973,0.8,0.8333333333333334,Med (40-70 km/h)
57,10,0,1,0,26.612395506471664,6,0,1,1,4.054037931079941,2.466676476639708,1.4800058859838248,0.9090909090909091,0.75,Low (<40 km/h)
58,9,0,0,0,72.27426542907187,3,0,0,1,2.4614032336030127,3.65645087206039,1.2188169573534633,1.0,0.75,High (>70 km/h)
59,12,0,1,0,55.00288596439373,6,0,2,0,4.588948410146339,2.6149781883508525,1.3074890941754262,0.9230769230769231,0.75,Med (40-70 km/h)
60,13,0,1,0,52.78125752674025,8,0,1,0,4.201925798347537,3.0938195065492167,1.9038889271072104,0.9285714285714286,0.8888888888888888,Med (40-70 km/h)
7,9,1,2,0,43.67142158631636,4,0,0,1,2.8008948915668483,3.213258743517259,1.4281149971187816,0.8181818181818181,0.8,Med (40-70 km/h)
61,9,0,0,0,35.8167488552086,2,0,2,1,2.232044188941453,4.032178235802872,0.8960396079561939,1.0,0.4,Low (<40 km/h)
62,8,0,1,0,31.597159197615877,5,0,2,1,3.1007404118087,2.5800289406792043,1.6125180879245027,0.8888888888888888,0.625,Low (<40 km/h)
63,9,0,0,0,59.36519775736818,5,0,0,1,3.435210948714038,2.6199264424704762,1.4555146902613758,1.0,0.8333333333333334,Med (40-70 km/h)
64,5,0,0,0,93.80984117367352,3,0,0,0,2.352652983971582,2.125260305733383,1.2751561834400298,1.0,1.0,High (>70 km/h)
65,8,0,0,0,41.69907984799174,3,0,0,0,2.247195007391186,3.5599936693021412,1.334997625988303,1.0,1.0,Med (40-70 km/h)
66,14,1,1,0,76.38255506401532,6,0,0,0,3.7897741710733803,3.6941515161666665,1.5832077926428572,0.9333333333333333,1.0,High (>70 km/h)
67,5,0,1,0,80.17994473536918,4,0,0,0,2.147853648180727,2.3279053506439302,1.8623242805151443,0.8333333333333334,1.0,High (>70 km/h)
68,5,0,0,0,37.138854394865525,3,0,1,0,2.1660177844384823,2.3083836318990327,1.3850301791394197,1.0,0.75,Low (<40 km/h)
69,9,1,1,0,31.29522837249813,3,0,0,1,2.2201677470226944,4.0537477458940865,1.3512492486313623,0.9,0.75,Low (<40 km/h)
70,7,0,0,0,62.377644630666175,4,0,0,0,2.907241242556212,2.4077809221794064,1.3758748126739466,1.0,1.0,Med (40-70 km/h)
8,5,0,0,0,22.155966496678488,4,0,0,1,2.057418035292184,2.430230470537275,1.94418437642982,1.0,0.8,Low (<40 km/h)
71,11,0,0,0,48.62671346095374,4,0,0,1,2.7642828620238054,3.9793322713532313,1.4470299168557204,1.0,0.8,Med (40-70 km/h)
72,12,1,0,0,84.93782606633192,3,0,0,0,2.2825521066219387,5.257273192224904,1.314318298056226,1.0,1.0,High (>70 km/h)
73,11,3,0,0,55.32291215185856,9,0,1,0,4.514846944933506,2.4364059588651252,1.9934230572532843,1.0,0.9,Med (40-70 km/h)
74,14,1,0,0,34.66506904228103,3,0,0,0,2.2032043758632587,6.354380988606437,1.3616530689870934,1.0,1.0,Low (<40 km/h)
75,10,1,1,0,32.96977550132943,6,1,0,0,3.590889859424561,2.7848250410004214,1.6708950246002527,0.9090909090909091,1.0,Low (<40 km/h)
76,9,1,0,1,66.00678693129535,4,0,1,0,2.5756966089104987,3.494200352970506,1.5529779346535582,0.9,0.8,Med (40-70 km/h)
77,8,1,0,0,35.26762258572896,7,0,0,0,4.794154952244666,1.668698671546761,1.460111337603416,1.0,1.0,Low (<40 km/h)
78,6,0,0,0,25.511797181697546,4,0,0,1,3.095619351280224,1.9382227978122182,1.292148531874812,1.0,0.8,Low (<40 km/h)
79,11,0,0,0,94.37506626765752,8,1,0,0,2.9888979889188407,3.6802861926977224,2.6765717765074344,1.0,1.0,High (>70 km/h)
80,8,0,0,0,43.62813302589598,4,0,3,1,3.121386062229749,2.562963965529222,1.281481982764611,1.0,0.5,Med (40-70 km/h)
9,16,0,0,0,23.17752179887478,3,0,0,1,2.142439706065472,7.4681214853805775,1.4002727785088582,1.0,0.75,Low (<40 km/h)
81,13,2,2,0,21.744693270818225,4,0,0,1,2.9388012526133256,4.423572362520183,1.3610991884677484,0.8666666666666667,0.8,Low (<40 km/h)
82,12,0,0,0,21.43052504773614,3,0,0,1,3.0723106820945536,3.9058549872368302,0.9764637468092076,1.0,0.75,Low (<40 km/h)
83,9,1,1,2,91.59632083322964,4,0,0,0,2.1891034341683855,4.111272158055425,1.8272320702468554,0.75,1.0,High (>70 km/h)
84,6,0,0,0,99.55038634225086,3,0,0,1,2.7096087328600262,2.2143418447234353,1.1071709223617177,1.0,0.75,High (>70 km/h)
85,5,1,1,0,98.40912166432187,3,0,0,0,2.2226598733524856,2.249556965483159,1.3497341792898954,0.8333333333333334,1.0,High (>70 km/h)
86,13,1,0,0,20.839428854115827,3,0,0,1,2.786576396706423,4.665222893355901,1.0765898984667464,1.0,0.75,Low (<40 km/h)
87,8,0,0,0,59.94292254394561,3,0,0,1,2.5416823313210024,3.147521584981911,1.1803205943682167,1.0,0.75,Med (40-70 km/h)
88,4,0,0,0,27.285538815731652,4,0,0,0,2.4483837641479016,1.6337308140058262,1.6337308140058262,1.0,1.0,Low (<40 km/h)
89,2,0,0,0,34.21379667276193,8,0,3,1,5.215113964267955,0.38350072763572673,1.534002910542907,1.0,0.6666666666666667,Low (<40 km/h)
90,10,0,0,0,94.1165981533158,5,0,0,1,3.444203427402397,2.903428967185587,1.4517144835927935,1.0,0.8333333333333334,High (>70 km/h)
10,14,1,0,0,55.3597383217992,4,0,0,0,3.0810319740507244,4.543932071433126,1.2982663061237503,1.0,1.0,Med (40-70 km/h)
91,11,0,0,0,79.12510577643232,8,0,0,0,5.1066429833597935,2.154056987309266,1.5665868998612844,1.0,1.0,High (>70 km/h)
92,14,2,0,0,20.294087266037657,5,0,0,1,2.4020599961680267,5.828330692128426,2.081546675760152,1.0,0.8333333333333334,Low (<40 km/h)
93,10,2,0,0,30.89024819229173,5,0,1,0,2.8975611033151765,3.4511782990732223,1.7255891495366111,1.0,0.8333333333333334,Low (<40 km/h)
94,13,2,5,0,28.945591286026247,9,0,0,0,4.632678025084185,2.8061522794396585,1.9427208088428405,0.7222222222222222,1.0,Low (<40 km/h)
95,13,0,1,0,75.27749903404434,6,0,5,1,3.7948794037473466,3.425668807067448,1.5810779109542066,0.9285714285714286,0.5,High (>70 km/h)
96,16,2,1,0,43.344060414957184,8,0,0,1,5.277157718266212,3.0319351541489903,1.5159675770744951,0.9411764705882353,0.8888888888888888,Med (40-70 km/h)
97,5,0,0,0,81.71638168092446,4,0,0,0,3.7161835928453244,1.3454663568361842,1.0763730854689473,1.0,1.0,High (>70 km/h)
98,9,0,0,0,76.17912350067353,5,0,0,1,3.2410163188568046,2.7769067213998313,1.5427259563332396,1.0,0.8333333333333334,High (>70 km/h)
99,9,0,0,0,65.0587895006336,6,0,0,0,2.880823212146811,3.124107012902445,2.0827380086016296,1.0,1.0,Med (40-70 km/h)
100,6,0,0,0,97.43248959365452,3,0,0,0,2.670570143478128,2.246711255517015,1.1233556277585075,1.0,1.0,High (>70 km/h)
