UE_ID,HO_Base,Ping_Base,HOF_Base,RLF_Base,Speed,HO_AI,Ping_AI,HOF_AI,RLF_AI,Route_Len_km,HO_Rate_Base,HO_Rate_AI,Reliability_Base,Reliability_AI,Speed_Bin
1,6,0,0,0,97.59906384062616,2,0,3,1,2.7711273449571223,2.165183787355986,0.721727929118662,1.0,0.33333333333333337,High (>70 km/h)
2,7,0,1,0,32.56866523103799,6,0,0,0,4.104843571210072,1.7053024990027723,1.4616878562880906,0.875,1.0,Low (<40 km/h)
11,6,0,0,0,82.30470950555531,6,0,0,0,2.9799281802372857,2.0134713446423502,2.0134713446423502,1.0,1.0,High (>70 km/h)
12,5,0,0,0,89.47134121866084,2,0,0,1,2.2743508859061445,2.1984294644174507,0.8793717857669803,1.0,0.6666666666666667,High (>70 km/h)
13,6,1,0,0,47.01074781547935,5,0,0,1,4.146850348756438,1.4468812461002571,1.2057343717502143,1.0,0.8333333333333334,Med (40-70 km/h)
14,8,1,0,0,43.83286832597327,2,0,2,0,2.3811686682349644,3.3596948031111045,0.8399237007777761,1.0,0.5,Med (40-70 km/h)
15,8,0,0,0,72.76327206587365,7,0,0,1,4.392983786878066,1.8210857103311346,1.5934499965397426,1.0,0.875,High (>70 km/h)
16,15,1,0,0,26.790132297142392,6,0,1,0,2.734730484441755,5.485001204080985,2.194000481632394,1.0,0.8571428571428572,Low (<40 km/h)
17,9,0,0,0,54.50004874430449,5,0,5,1,3.438456499345817,2.617453500345953,1.4541408335255293,1.0,0.4545454545454546,Med (40-70 km/h)
18,10,0,0,0,88.22367980705195,2,0,1,2,2.8676819299589504,3.487137082927166,0.6974274165854332,1.0,0.4,High (>70 km/h)
19,11,0,1,0,95.5265182561184,8,0,0,0,4.3616732957657245,2.521967890322897,1.8341584656893795,0.9166666666666666,1.0,High (>70 km/h)
20,10,0,0,0,51.65031395074298,8,0,1,0,3.9584354174986944,2.5262506382683196,2.021000510614656,1.0,0.8888888888888888,Med (40-70 km/h)
3,7,0,0,0,51.94690011719888,5,0,0,0,3.4450071270890854,2.031926130125241,1.451375807232315,1.0,1.0,Med (40-70 km/h)
21,9,0,0,0,23.339087158540472,7,0,0,1,4.75796341110995,1.8915656179668807,1.4712177028631295,1.0,0.875,Low (<40 km/h)
22,16,0,1,0,70.57547557608456,7,0,0,1,4.390720192905935,3.6440491074450887,1.5942714845072263,0.9411764705882353,0.875,High (>70 km/h)
23,9,0,0,0,89.6987831775889,4,0,0,0,2.82405545940757,3.1869062521484683,1.4164027787326525,1.0,1.0,High (>70 km/h)
24,6,0,2,0,58.215541455423285,8,0,0,1,4.938963842914429,1.2148297073702539,1.6197729431603383,0.75,0.8888888888888888,Med (40-70 km/h)
25,11,1,0,0,89.42118372725106,5,0,3,0,2.4165548042997784,4.551934837326134,2.0690612896936975,1.0,0.625,High (>70 km/h)
26,13,2,0,0,81.76451589606181,5,0,1,0,3.125748553377092,4.159003764379787,1.5996168324537643,1.0,0.8333333333333334,High (>70 km/h)
27,12,0,2,1,54.997177446505205,2,0,5,2,2.5963923321921007,4.621797657932749,0.7702996096554582,0.8,0.2222222222222222,Med (40-70 km/h)
28,8,0,0,0,98.73812255922138,2,0,0,1,2.4708466800401085,3.2377565409562923,0.8094391352390731,1.0,0.6666666666666667,High (>70 km/h)
29,6,0,0,0,96.68279575166264,4,0,0,1,2.8100394613996156,2.135201331660851,1.4234675544405675,1.0,0.8,High (>70 km/h)
30,13,1,0,0,77.6002894106377,5,0,0,1,4.120252462121688,3.155146467239962,1.21351787201537,1.0,0.8333333333333334,High (>70 km/h)
4,10,0,0,0,96.09705307622882,6,0,0,0,3.852465112081394,2.5957405736498003,1.5574443441898802,1.0,1.0,High (>70 km/h)
31,11,0,1,0,48.980619682957816,5,0,0,1,3.601911686185259,3.0539338435723744,1.388151747078352,0.9166666666666666,0.8333333333333334,Med (40-70 km/h)
32,10,0,3,1,43.68879016012186,6,0,0,1,4.319636438498345,2.3150096408290195,1.3890057844974117,0.7142857142857143,0.8571428571428572,Med (40-70 km/h)
33,10,1,0,0,29.72750208346645,3,0,0,1,2.4488005444686407,4.0836318917798495,1.2250895675339548,1.0,0.75,Low (<40 km/h)
34,4,0,0,0,28.00161716283709,4,0,0,1,2.945167917849506,1.3581568561023538,1.3581568561023538,1.0,0.8,Low (<40 km/h)
35,9,1,0,1,77.3683133510719,4,0,0,1,2.3409968570733333,3.8445160542640013,1.7086738018951118,0.9,0.8,High (>70 km/h)
36,13,1,1,0,73.11345099985654,8,0,3,1,4.6789367408831515,2.7784090104082586,1.7097901602512362,0.9285714285714286,0.6666666666666667,High (>70 km/h)
37,6,0,0,1,51.635100512856056,3,0,0,1,2.2595862895213403,2.6553533396022733,1.3276766698011366,0.8571428571428572,0.75,Med (40-70 km/h)
38,8,0,0,0,67.09910984575279,7,0,0,2,4.798611602218456,1.6671488887122066,1.458755277623181,1.0,0.7777777777777778,Med (40-70 km/h)
39,10,0,0,0,68.54059214494168,9,0,4,0,5.363366340229694,1.8645006448639745,1.6780505803775772,1.0,0.6923076923076923,Med (40-70 km/h)
40,6,0,1,1,75.769854710628,4,0,3,1,2.841174301299248,2.1118028546352274,1.4078685697568185,0.75,0.5,High (>70 km/h)
5,7,0,1,0,97.8062697600986,6,0,2,0,3.088886024876702,2.266189151566192,1.942447844199593,0.875,0.75,High (>70 km/h)
41,7,1,0,0,98.20962702342666,3,0,0,0,2.513105442809699,2.785398447975135,1.1937421919893436,1.0,1.0,High (>70 km/h)
42,8,0,0,0,69.26298457219005,4,0,0,0,3.422154438468726,2.337708640519354,1.168854320259677,1.0,1.0,Med (40-70 km/h)
43,9,0,0,0,49.72592049812918,5,0,1,0,3.1764013820034855,2.833395064928266,1.5741083694045923,1.0,0.8333333333333334,Med (40-70 km/h)
44,15,0,4,1,64.66380789957444,6,0,0,1,4.479946225812364,3.34825447537152,1.3393017901486082,0.75,0.8571428571428572,Med (40-70 km/h)
45,8,1,0,0,79.49305254360056,3,0,0,2,2.0449417202579783,3.912091929441767,1.4670344735406626,1.0,0.6,High (>70 km/h)
46,9,2,0,0,35.174688450625126,4,0,1,1,3.142946274598661,2.8635551529270913,1.2726911790787072,1.0,0.6666666666666667,Low (<40 km/h)
47,13,0,0,0,42.68365842970105,7,0,0,0,3.7416528571274297,3.474400350966941,1.8708309582129683,1.0,1.0,Med (40-70 km/h)
48,18,1,0,1,25.016474663670557,5,0,1,1,2.6474662732254384,6.798953468090981,1.8885981855808283,0.9473684210526316,0.7142857142857143,Low (<40 km/h)
49,14,0,0,0,55.73573050278262,5,0,6,1,2.6064733116464778,5.371242413050594,1.9183008618037836,1.0,0.41666666666666663,Med (40-70 km/h)
50,9,1,0,0,72.01968057237953,4,0,0,0,2.600903285078935,3.4603362807190496,1.5379272358751332,1.0,1.0,High (>70 km/h)
6,9,0,0,0,58.69310960124254,3,1,4,1,2.384972962364558,3.7736276855218676,1.257875895173956,1.0,0.375,Med (40-70 km/h)
51,10,1,2,0,66.59051611224817,3,0,0,1,2.4910112476046065,4.01443390093728,1.204330170281184,0.8333333333333334,0.75,Med (40-70 km/h)
52,9,0,0,0,64.82446649973447,5,0,2,1,3.9654036956356626,2.269630204335925,1.2609056690755138,1.0,0.625,Med (40-70 km/h)
53,9,0,0,1,88.28328160378929,7,0,0,1,4.047238759427398,2.223738339883194,1.7295742643535952,0.9,0.875,High (>70 km/h)
54,9,0,1,0,35.95073413364445,6,0,2,1,2.945695186854671,3.0553059393799473,2.036870626253298,0.9,0.6666666666666667,Low (<40 km/h)
55,12,0,1,0,25.346535690101604,6,1,0,0,2.3287869732784063,5.1528972541042295,2.5764486270521147,0.9230769230769231,1.0,Low (<40 km/h)
56,10,0,0,0,55.97229123086031,5,0,0,1,3.2988940432441316,3.0313189417159947,1.5156594708579973,1.0,0.8333333333333334,Med (40-70 km/h)
57,13,0,2,1,80.71974060028255,6,0,0,1,4.054037931079941,3.20667941963162,1.4800058859838248,0.8125,0.8571428571428572,High (>70 km/h)
