x,y,serving,speed,ping_pong,hof,rlf,ue_id,speed_kmh
917.1190243171933,1706.2496589338834,10,59.36519775736818,0,0,0,62,59.36519775736818
923.7409370088682,1711.1621980365144,10,59.36519775736818,0,0,0,62,59.36519775736818
929.6048350505012,1710.8779626770267,10,59.36519775736818,0,0,0,62,59.36519775736818
935.3953886775558,1710.0881769962625,10,59.36519775736818,0,0,0,62,59.36519775736818
942.0167463421013,1715.0014638526002,10,59.36519775736818,0,0,0,62,59.36519775736818
948.8299160259296,1719.6435773166434,10,59.36519775736818,0,0,0,62,59.36519775736818
955.6070429638311,1724.3396186788038,10,59.36519775736818,0,0,0,62,59.36519775736818
961.9709381927375,1729.5792240018716,10,59.36519775736818,0,0,0,62,59.36519775736818
968.3079170223251,1734.8542090765536,10,59.36519775736818,0,0,0,62,59.36519775736818
974.4696225384384,1738.7500345697497,10,59.36519775736818,0,0,0,62,59.36519775736818
979.2857025018735,1732.0576402291151,10,59.36519775736818,0,0,0,62,59.36519775736818
984.1017824653086,1725.3652458884808,10,59.36519775736818,0,0,0,62,59.36519775736818
989.7333899570152,1719.3858274430377,10,59.36519775736818,0,0,0,62,59.36519775736818
995.7224504273769,1713.7189126821552,10,59.36519775736818,0,0,0,62,59.36519775736818
1001.7115108977387,1708.0519979212725,10,59.36519775736818,0,0,0,62,59.36519775736818
1007.7005713681004,1702.38508316039,10,59.36519775736818,0,0,0,62,59.36519775736818
1013.6896318384622,1696.7181683995075,10,59.36519775736818,0,0,0,62,59.36519775736818
1019.6786923088239,1691.051253638625,10,59.36519775736818,0,0,0,62,59.36519775736818
1025.6677527791858,1685.3843388777425,10,59.36519775736818,0,0,0,62,59.36519775736818
1031.6568132495474,1679.71742411686,10,59.36519775736818,0,0,0,62,59.36519775736818
1037.645873719909,1674.0505093559775,10,59.36519775736818,0,0,0,62,59.36519775736818
1043.634934190271,1668.383594595095,10,59.36519775736818,0,0,0,62,59.36519775736818
1049.6239946606327,1662.7166798342125,10,59.36519775736818,0,0,0,62,59.36519775736818
1055.6130551309943,1657.04976507333,10,59.36519775736818,0,0,0,62,59.36519775736818
1063.757810235744,1656.2823151885325,10,59.36519775736818,0,0,0,62,59.36519775736818
1071.9820730544768,1655.6955705139376,11,59.36519775736818,0,0,0,62,59.36519775736818
1080.2063358732098,1655.1088258393424,11,59.36519775736818,0,0,0,62,59.36519775736818
1088.4305986919426,1654.5220811647473,11,59.36519775736818,0,0,0,62,59.36519775736818
1096.6548615106753,1653.9353364901524,11,59.36519775736818,0,0,0,62,59.36519775736818
1104.8791243294083,1653.3485918155573,11,59.36519775736818,0,0,0,62,59.36519775736818
1113.103387148141,1652.7618471409621,11,59.36519775736818,0,0,0,62,59.36519775736818
1121.327649966874,1652.1751024663672,9,59.36519775736818,0,0,0,62,59.36519775736818
1129.5519127856069,1651.588357791772,9,59.36519775736818,0,0,0,62,59.36519775736818
1137.7761756043396,1651.0016131171772,9,59.36519775736818,0,0,0,62,59.36519775736818
1146.0004384230726,1650.414868442582,9,59.36519775736818,0,0,0,62,59.36519775736818
1154.2247012418054,1649.8281237679869,9,59.36519775736818,0,0,0,62,59.36519775736818
1162.4489640605382,1649.241379093392,9,59.36519775736818,0,0,0,62,59.36519775736818
1170.6732268792712,1648.6546344187968,9,59.36519775736818,0,0,0,62,59.36519775736818
1178.897489698004,1648.0678897442017,9,59.36519775736818,0,0,0,62,59.36519775736818
1186.2880071306533,1645.931274908978,9,59.36519775736818,0,0,0,62,59.36519775736818
1191.3313035503359,1639.408493975884,9,59.36519775736818,0,0,0,62,59.36519775736818
1196.4118674834253,1632.9146015879132,9,59.36519775736818,0,0,0,62,59.36519775736818
1201.492431416515,1626.4207091999424,9,59.36519775736818,0,0,0,62,59.36519775736818
1206.5729953496048,1619.9268168119715,9,59.36519775736818,0,0,0,62,59.36519775736818
1211.6535592826945,1613.4329244240007,9,59.36519775736818,0,0,0,62,59.36519775736818
1216.7341232157842,1606.9390320360299,9,59.36519775736818,0,0,0,62,59.36519775736818
1221.8146871488739,1600.445139648059,9,59.36519775736818,0,0,0,62,59.36519775736818
1229.1214675675585,1597.5958159095437,9,59.36519775736818,0,0,0,62,59.36519775736818
1237.2185872574023,1596.0403671147903,9,59.36519775736818,0,0,0,62,59.36519775736818
1245.315706947246,1594.484918320037,9,59.36519775736818,0,0,0,62,59.36519775736818
1252.1266710523741,1598.4942445651955,9,59.36519775736818,0,0,0,62,59.36519775736818
1258.7200420769727,1603.4450249841536,9,59.36519775736818,0,0,0,62,59.36519775736818
1265.3134131015713,1608.395805403112,9,59.36519775736818,0,0,0,62,59.36519775736818
1271.9067841261701,1613.3465858220702,9,59.36519775736818,0,0,0,62,59.36519775736818
1278.5001551507687,1618.2973662410284,9,59.36519775736818,0,0,0,62,59.36519775736818
1285.0935261753675,1623.2481466599866,9,59.36519775736818,0,0,0,62,59.36519775736818
1291.686897199966,1628.1989270789447,9,59.36519775736818,0,0,0,62,59.36519775736818
1298.2802682245647,1633.149707497903,9,59.36519775736818,0,0,0,62,59.36519775736818
1304.8736392491635,1638.1004879168613,9,59.36519775736818,0,0,0,62,59.36519775736818
1311.467010273762,1643.0512683358195,9,59.36519775736818,0,0,0,62,59.36519775736818
