UE_ID,HO_Base,Ping_Base,HOF_Base,RLF_Base,Speed,HO_AI,Ping_AI,HOF_AI,RLF_AI,Route_Len_km,HO_Rate_Base,HO_Rate_AI,Reliability_Base,Reliability_AI,Speed_Bin
1,6,0,0,0,97.41115252391307,4,0,0,1,2.7711273449571223,2.165183787355986,1.443455858237324,1.0,0.8,High (>70 km/h)
2,11,0,1,0,76.24911315174826,5,0,0,1,4.104843571210072,2.6797610698614993,1.2180732135734087,0.9166666666666666,0.8333333333333334,High (>70 km/h)
11,17,0,0,0,65.25594993228289,5,0,0,0,2.9799281802372857,5.70483547648666,1.6778927872019587,1.0,1.0,Med (40-70 km/h)
12,5,0,1,0,20.532696835245623,3,0,0,0,2.2743508859061445,2.1984294644174507,1.3190576786504704,0.8333333333333334,1.0,Low (<40 km/h)
13,10,1,0,0,55.77081897155662,5,0,0,1,4.146850348756438,2.4114687435004285,1.2057343717502143,1.0,0.8333333333333334,Med (40-70 km/h)
14,11,1,0,1,43.780345620398805,2,0,0,1,2.3811686682349644,4.619580354277769,0.8399237007777761,0.9166666666666666,0.6666666666666667,Med (40-70 km/h)
15,9,0,0,0,26.579101065927205,7,0,0,1,4.392983786878066,2.0487214241225264,1.5934499965397426,1.0,0.875,Low (<40 km/h)
16,16,0,0,0,24.410061163134795,3,0,4,2,2.734730484441755,5.850667951019717,1.097000240816197,1.0,0.33333333333333337,Low (<40 km/h)
17,8,0,1,0,73.59332482468645,5,0,3,1,3.438456499345817,2.326625333640847,1.4541408335255293,0.8888888888888888,0.5555555555555556,High (>70 km/h)
18,12,0,0,0,71.28434267470828,3,0,0,1,2.8676819299589504,4.184564499512599,1.0461411248781498,1.0,0.75,High (>70 km/h)
19,13,0,1,0,61.68332724302131,9,1,0,0,4.3616732957657245,2.9805075067452416,2.063428273900552,0.9285714285714286,1.0,Med (40-70 km/h)
20,6,0,0,0,23.97746818979507,6,0,0,2,3.9584354174986944,1.515750382960992,1.515750382960992,1.0,0.75,Low (<40 km/h)
3,9,0,0,0,47.92364404917536,7,1,0,0,3.4450071270890854,2.612476453018167,2.031926130125241,1.0,1.0,Med (40-70 km/h)
21,11,0,1,0,49.379967908762495,7,0,3,2,4.75796341110995,2.311913533070632,1.4712177028631295,0.9166666666666666,0.5833333333333333,Med (40-70 km/h)
22,14,1,0,0,91.45445067157398,7,0,1,2,4.390720192905935,3.1885429690144527,1.5942714845072263,1.0,0.7,High (>70 km/h)
23,8,0,0,0,51.308346802169055,4,0,2,1,2.82405545940757,2.832805557465305,1.4164027787326525,1.0,0.5714285714285714,Med (40-70 km/h)
24,13,0,1,0,88.22387357563375,8,0,2,2,4.938963842914429,2.63213103263555,1.6197729431603383,0.9285714285714286,0.6666666666666667,High (>70 km/h)
25,11,0,0,1,60.27309334314087,4,0,2,1,2.4165548042997784,4.551934837326134,1.655249031754958,0.9166666666666666,0.5714285714285714,Med (40-70 km/h)
26,10,0,0,0,58.70008140882179,6,0,2,1,3.125748553377092,3.1992336649075286,1.9195401989445173,1.0,0.6666666666666667,Med (40-70 km/h)
27,8,0,0,0,71.99937825255549,3,0,0,1,2.5963923321921007,3.0811984386218327,1.1554494144831873,1.0,0.75,High (>70 km/h)
28,7,1,2,0,20.029794744178982,2,0,0,3,2.4708466800401085,2.8330369733367555,0.8094391352390731,0.7777777777777778,0.4,Low (<40 km/h)
29,8,0,0,0,80.81571425913425,4,0,0,1,2.8100394613996156,2.846935108881135,1.4234675544405675,1.0,0.8,High (>70 km/h)
30,9,0,0,0,69.90290070526586,5,0,0,1,4.120252462121688,2.184332169627666,1.21351787201537,1.0,0.8333333333333334,Med (40-70 km/h)
4,17,2,0,0,52.71301726303291,6,0,1,0,3.852465112081394,4.41275897520466,1.5574443441898802,1.0,0.8571428571428572,Med (40-70 km/h)
